otomoto_id,title,subtitle,href,year,mileage,engine,fuel_type,price,price_currency,price_details,location_city,location_region
6077786105,"Suzuki SX4","Lift * 4x4 *1.6 Benzyna * Nawigacja * Bezwypadkowy * Wersja STYLE",https://www.otomoto.pl/oferta/suzuki-sx4-lift-4x4-1-6-benzyna-nawigacja-bezwypadkowy-wersja-style-ID6DjLO9.html#751f3bcb56,2012,119000,15863,Benzyna,32900,PLN,"","Nowy Sącz",Małopolskie
6078315056,"Suzuki SX4 1.5","2013/2014 1,5 benz. SALON PL. 100% bezwypadkowy",https://www.otomoto.pl/oferta/suzuki-sx4-2013-2014-1-5-benz-salon-pl-100-bezwypadkowy-ID6DlZpC.html#751f3bcb56,2013,84000,14903,Benzyna,33900,PLN,"Do negocjacji","Warszawa",Mazowieckie
6078391247,"Suzuki SX4","LIFT 2.0 DDiS 4x4 135KM 6 Biegów IDEALNY Stan Lakier ORYGINAŁ Niemcy",https://www.otomoto.pl/oferta/suzuki-sx4-lift-2-0-ddis-4x4-135km-6-biegow-idealny-stan-lakier-oryginal-niemcy-ID6Dmjew.html#751f3bcb56,2010,220323,20003,Diesel,21900,PLN,"","Kraśnik",Lubelskie
6078268174,"Suzuki SX4","1.6 VVT, Salon Polska, GAZ, Klima, Podgrzewane siedzienia,ALU",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-vvt-salon-polska-gaz-klima-podgrzewane-siedzienia-alu-ID6DlNds.html#751f3bcb56,2009,143373,15863,Benzyna+LPG,21000,PLN,"","Katowice",Śląskie
6078471697,"Suzuki SX4 1.9","Super Stan, Navi ,Serwis, 120KM, 6 biegów, bezwypadkowy",https://www.otomoto.pl/oferta/suzuki-sx4-super-stan-navi-serwis-120km-6-biegow-bezwypadkowy-ID6DmEa5.html#751f3bcb56,2007,202000,19103,Diesel,13600,PLN,"","Nidzica",Warmińsko-mazurskie
6078324318,"Suzuki SX4","1.5 i, Klima,ALU",https://www.otomoto.pl/oferta/suzuki-sx4-1-5-i-klima-alu-ID6Dm1P0.html#751f3bcb56,2009,102770,14903,Benzyna,18000,PLN,"","Łódź",Łódzkie
6076179730,"Suzuki SX4","1,6 benz.107 KM Perłowy Klimatronik KEY LESS ALU Halogeny BEZWYPADKOW",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-benz-107-km-perlowy-klimatronik-key-less-alu-halogeny-bezwypadkow-ID6Dd1US.html#751f3bcb56,2008,192007,16003,Benzyna,15900,PLN,"","Białogard",Zachodniopomorskie
6078433778,"Suzuki SX4","Piękne Suzuki SX4 1.6 benzyna super stan po opłatach unikatowy kolor",https://www.otomoto.pl/oferta/suzuki-sx4-piekne-suzuki-sx4-1-6-benzyna-super-stan-po-oplatach-unikatowy-kolor-ID6Dmuiu.html#751f3bcb56,2007,170000,15863,Benzyna,14900,PLN,"","Wołomin",Mazowieckie
6077161069,"Suzuki SX4","Sprzedam samochod SUZUKI SX4",https://www.otomoto.pl/oferta/suzuki-sx4-sprzedam-samochod-suzuki-sx4-ID6Dh9cW.html#751f3bcb56,2011,108000,15863,Benzyna,23500,PLN,"Do negocjacji","Mieściska",Wielkopolskie
6078387346,"Suzuki SX4","Z Niemiec/Klimatronik/Navi Kolor/Alu17'/Benzyna/Bordowa Perła Metalic",https://www.otomoto.pl/oferta/suzuki-sx4-z-niemiec-klimatronik-navi-kolor-alu17-benzyna-bordowa-perla-metalic-ID6DmidA.html#751f3bcb56,2013,119000,16003,Benzyna,35900,PLN,"","Brzozów",Podkarpackie
6078396010,"Suzuki SX4","1.6 VVT, 4X4, Klimatronic, Podgrzewane siedzienia",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-vvt-4x4-klimatronic-podgrzewane-siedzienia-ID6Dmktk.html#751f3bcb56,2012,157206,15863,Benzyna,28000,PLN,"","Łódź",Łódzkie
6077542866,"Suzuki SX4","1.9 Sedici Klima Grzane Fotele 4x4 ESP super stan GWARANCJA",https://www.otomoto.pl/oferta/suzuki-sx4-1-9-sedici-klima-grzane-fotele-4x4-esp-super-stan-gwarancja-ID6DiKvV.html#751f3bcb56,2009,220666,18993,Diesel,18966,PLN,"","Mszczonów",Mazowieckie
